"ID","x","y","label","truth"
"cell_6287",3981.30688476562,32258.701171875,3,"Layer 6"
"cell_4043",11146.072265625,27902.93359375,13,"Layer 6"
"cell_2277",13357.2900390625,26890.12109375,13,"Layer 6"
"cell_882",18261.201171875,22137.16015625,6,"Layer 6"
"cell_4034",11408.9208984375,29549.439453125,13,"Layer 6"
"cell_7332",1216.08581542969,35403.84375,13,"Layer 6"
"cell_2362",16342.0693359375,24310.775390625,13,"Layer 6"
"cell_865",18713.8203125,21846.427734375,6,"Layer 6"
"cell_5218",6146.56103515625,33306.078125,13,"Layer 6"
"cell_784",17969.931640625,24589.974609375,6,"Layer 6"
"cell_5372",7146.3984375,30294.515625,6,"Layer 6"
"cell_2436",14806.046875,25523.716796875,13,"Layer 6"
"cell_859",19174.99609375,18764.81640625,6,"Layer 6"
"cell_3998",12249.837890625,28984.0390625,10,"Layer 6"
"cell_5191",6787.0458984375,31095.765625,13,"Layer 6"
"cell_4153",8898.7578125,29286.1015625,6,"Layer 6"
"cell_5377",6867.5126953125,29948.60546875,6,"Layer 6"
"cell_6310",3394.806640625,32342.666015625,3,"Layer 6"
"cell_2496",13661.69921875,27148.759765625,13,"Layer 6"
"cell_2337",16698.1953125,27053.685546875,10,"Layer 6"
"cell_4158",8734.1357421875,29637.283203125,3,"Layer 6"
"cell_6273",4278.84521484375,31899.447265625,3,"Layer 6"
"cell_2266",13584.748046875,28007.98046875,13,"Layer 6"
"cell_780",18085.48828125,23720.357421875,6,"Layer 6"
"cell_2442",14703.1572265625,25405.62109375,13,"Layer 6"
"cell_6374",2101.28442382812,34423.06640625,13,"Layer 6"
"cell_6328",2907.32885742188,33421.19921875,13,"Layer 6"
"cell_6343",2536.7802734375,32223.349609375,3,"Layer 6"
"cell_6301",3577.69213867188,32271.359375,3,"Layer 6"
"cell_5174",7171.9775390625,32745.626953125,13,"Layer 6"
"cell_878",18321.626953125,21720.490234375,6,"Layer 6"
"cell_6261",4533.76416015625,32545.52734375,13,"Layer 6"
"cell_3920",9114.7490234375,30834.248046875,13,"Layer 6"
"cell_2548",17087.15625,21597.07421875,6,"Layer 6"
"cell_5298",8946.845703125,29781.880859375,13,"Layer 6"
"cell_6321",3089.63500976562,32794.4140625,13,"Layer 6"
"cell_5179",7029.3974609375,31286.875,13,"Layer 6"
"cell_5325",8371.810546875,29808.24609375,13,"Layer 6"
"cell_7660",349.205322265625,34063.42578125,13,"Layer 6"
"cell_5227",5948.93603515625,32904.46484375,13,"Layer 6"
"cell_2335",16790.1875,23672.337890625,13,"Layer 6"
"cell_5129",8035.03515625,30990.16796875,13,"Layer 6"
"cell_6425",1020.62945556641,33199.2734375,3,"Layer 6"
"cell_6436",745.2353515625,33888.8828125,13,"Layer 6"
"cell_2184",15656.0439453125,26817.015625,13,"Layer 6"
"cell_6429",896.041015625,33539.296875,13,"Layer 6"
"cell_6386",1859.41711425781,33364.2421875,13,"Layer 6"
"cell_5223",6031.853515625,32409.10546875,13,"Layer 6"
"cell_6304",3464.00317382812,33459.70703125,13,"Layer 6"
"cell_6223",5302.94921875,31470.66015625,3,"Layer 6"
"cell_4059",10893.341796875,27860.6640625,13,"Layer 6"
"cell_2363",16274.4462890625,23289.259765625,13,"Layer 6"
"cell_7364",418.881408691406,35303.19921875,13,"Layer 6"
"cell_2525",13019.7744140625,26033.421875,3,"Layer 6"
"cell_2393",15646.4873046875,23910.63671875,13,"Layer 6"
"cell_6393",1699.22985839844,33602.3359375,13,"Layer 6"
"cell_6407",1476.55554199219,33468.99609375,13,"Layer 6"
"cell_923",17224.521484375,21913.91796875,6,"Layer 6"
"cell_4099",10094.775390625,29332.779296875,13,"Layer 6"
"cell_4229",11049.7138671875,26920.556640625,12,"Layer 6"
"cell_862",18845.591796875,19042.935546875,6,"Layer 6"
"cell_2353",16466.23828125,26206.103515625,10,"Layer 6"
"cell_6293",3802.36743164062,32907.921875,13,"Layer 6"
"cell_6362",2371.72485351562,32759.169921875,13,"Layer 6"
"cell_6208",970.373840332031,35116.83203125,13,"Layer 6"
"cell_4152",8946.845703125,29781.880859375,13,"Layer 6"
"cell_5266",4936.466796875,31639.228515625,3,"Layer 6"
"cell_835",16789.01171875,24229.974609375,13,"Layer 6"
"cell_5378",6850.43994140625,30375.50390625,6,"Layer 6"
"cell_2248",14023.7998046875,28108.119140625,13,"Layer 6"
"cell_5139",7901.681640625,31108.96484375,13,"Layer 6"
"cell_5241",5563.5302734375,30885.087890625,3,"Layer 6"
"cell_2516",13250.345703125,25497.958984375,6,"Layer 6"
"cell_945",16851.677734375,23045.421875,13,"Layer 6"
"cell_5158",7488.140625,31000.22265625,13,"Layer 6"
"cell_4056",10975.2060546875,29878.73046875,13,"Layer 6"
"cell_4149",9011.046875,29031.9453125,6,"Layer 6"
"cell_3944",13321.6123046875,26684.017578125,13,"Layer 6"
"cell_7377",104.778991699219,34651.9375,13,"Layer 6"
"cell_2372",16049.7744140625,26518.0546875,10,"Layer 6"
"cell_6296",3721.1708984375,32630.822265625,3,"Layer 6"
"cell_6338",2681.30395507812,32506.232421875,3,"Layer 6"
"cell_6387",1857.81042480469,34068.4453125,13,"Layer 6"
"cell_5166",7344.03564453125,31335.775390625,13,"Layer 6"
"cell_6333",2816.400390625,32478.04296875,3,"Layer 6"
"cell_5164",7383.0478515625,32343.5234375,13,"Layer 6"
"cell_2376",15946.88671875,24731.77734375,13,"Layer 6"
"cell_5244",5535.6484375,30766.09375,12,"Layer 6"
"cell_2298",12854.4169921875,27631.85546875,13,"Layer 6"
"cell_5104",8445.7451171875,31702.2265625,13,"Layer 6"
"cell_6320",3086.33959960938,32971.15234375,13,"Layer 6"
"cell_2455",14469.7958984375,23869.984375,6,"Layer 6"
"cell_6236",4936.466796875,31639.228515625,3,"Layer 6"
"cell_2375",16000.48046875,24058.1015625,13,"Layer 6"
"cell_824",17014.1953125,23585.896484375,13,"Layer 6"
"cell_2543",17224.521484375,21913.91796875,6,"Layer 6"
"cell_5269",4927.74853515625,34235.453125,13,"Layer 6"
"cell_2324",17084.810546875,23475.50390625,13,"Layer 6"
"cell_6283",4123.26513671875,31354.359375,3,"Layer 6"
"cell_2574",16538.73828125,21707.3046875,6,"Layer 6"
"cell_7662",266.630615234375,33895.546875,13,"Layer 6"
"cell_4038",11262.4150390625,27825.658203125,13,"Layer 6"
"cell_5441",4819.9072265625,31181.728515625,12,"Layer 6"
"cell_6156",2492.14794921875,34865.74609375,13,"Layer 6"
"cell_5304",8808.5615234375,29590.94921875,3,"Layer 6"
"cell_2223",14634.5712890625,26977.509765625,10,"Layer 6"
"cell_7626",1236.71459960938,32584.982421875,6,"White matter"
"cell_4159",8756.08203125,29382.580078125,6,"Layer 6"
"cell_2334",16824.8515625,23746.623046875,13,"Layer 6"
"cell_7635",1020.62945556641,33199.2734375,3,"Layer 6"
"cell_5256",5192.39404296875,31044.029296875,3,"Layer 6"
"cell_5202",6507.7705078125,32937.91796875,13,"Layer 6"
"cell_5176",7111.5927734375,31698.58984375,13,"Layer 6"
"cell_5197",6618.4443359375,31128.080078125,13,"Layer 6"
"cell_3996",12286.787109375,29609.623046875,13,"Layer 6"
"cell_5243",5537.876953125,32781.56640625,13,"Layer 6"
"cell_6405",1508.27319335938,32887.7421875,3,"Layer 6"
"cell_5305",8756.08203125,29382.580078125,6,"Layer 6"
"cell_2418",15273.421875,24903.009765625,13,"Layer 6"
"cell_2492",13795.4814453125,26175.841796875,13,"Layer 6"
"cell_4186",12638.3095703125,27060.423828125,13,"Layer 6"
"cell_970",20268.173828125,17804.46484375,6,"Layer 6"
"cell_776",18238.28125,23581.33984375,6,"Layer 6"
"cell_4113",9873.6025390625,29491.232421875,13,"Layer 6"
"cell_4080",10486.4150390625,29257.158203125,13,"Layer 6"
"cell_2484",13984.3896484375,25044.009765625,6,"Layer 6"
"cell_891",18090.091796875,21824.458984375,6,"Layer 6"
"cell_4016",11692.9501953125,27835.787109375,13,"Layer 6"
"cell_2566",16800.259765625,20796.34765625,12,"Layer 6"
"cell_990",19710.724609375,17283.669921875,12,"Layer 6"
"cell_2250",13964.1748046875,27128.4296875,13,"Layer 6"
"cell_799",17578.337890625,24822.666015625,6,"Layer 6"
"cell_6357",2369.9150390625,32269.0078125,3,"Layer 6"
"cell_840",20602.064453125,18825.888671875,6,"Layer 6"
"cell_998",19564.92578125,17641.37890625,12,"Layer 6"
"cell_2273",13406.4404296875,28266.3046875,13,"Layer 6"
"cell_4005",12024.1279296875,28345.947265625,13,"Layer 6"
"cell_5222",6029.19140625,32201.908203125,13,"Layer 6"
"cell_2267",13551.30859375,27316.814453125,13,"Layer 6"
"cell_2198",15256.4775390625,27442.37890625,10,"Layer 6"
"cell_916",17333.5703125,23106.451171875,13,"Layer 6"
"cell_5367",7287.21875,29731.283203125,6,"Layer 6"
"cell_5120",8229.9560546875,31180.998046875,13,"Layer 6"
"cell_895",17961.828125,19970.615234375,6,"Layer 6"
"cell_4184",12742.869140625,26794.19921875,13,"Layer 6"
"cell_2305",12791.6689453125,28840.640625,10,"Layer 6"
"cell_656",18760.701171875,30076.4609375,7,"Layer 4"
"cell_3905",9572.1328125,31260.357421875,13,"Layer 6"
"cell_7356",632.37060546875,34939.63671875,13,"Layer 6"
"cell_4058",10913.6669921875,27670.466796875,13,"Layer 6"
"cell_4104",10069.0361328125,30043.01953125,13,"Layer 6"
"cell_3971",12791.6689453125,28840.640625,10,"Layer 6"
"cell_3976",12708.181640625,27742.5703125,13,"Layer 6"
"cell_2424",15152.7158203125,24138.859375,13,"Layer 6"
"cell_7631",1103.9482421875,34305.6015625,13,"Layer 6"
"cell_2454",14486.55078125,25280.498046875,13,"Layer 6"
"cell_6748",473.115936279297,44204.7265625,16,"Layer 2-3 medial"
"cell_946",16743.68359375,20894.302734375,12,"Layer 6"
"cell_5299",8898.7578125,29286.1015625,6,"Layer 6"
"cell_6313",3350.88696289062,33077.39453125,13,"Layer 6"
"cell_6373",2066.42211914062,33283.31640625,13,"Layer 6"
"cell_2451",14550.0947265625,26527.5078125,13,"Layer 6"
"cell_6401",1586.56311035156,33617.37109375,13,"Layer 6"
"cell_3995",12272.0107421875,28456.513671875,13,"Layer 6"
"cell_6432",869.673278808594,34371.80078125,13,"Layer 6"
"cell_2255",13855.41796875,28203.525390625,13,"Layer 6"
"cell_910",17511.08984375,21180.771484375,6,"Layer 6"
"cell_2434",14942.9404296875,26123.828125,13,"Layer 6"
"cell_5271",4885.36474609375,33613.6875,13,"Layer 6"
"cell_3189",15200.3798828125,853.423034667969,12,"White matter"
"cell_6200",1216.08581542969,35403.84375,13,"Layer 6"
"cell_2188",15535.3857421875,26547.587890625,13,"Layer 6"
"cell_2344",16564.662109375,25951.673828125,10,"Layer 6"
"cell_6361",2340.54125976562,34353.60546875,13,"Layer 6"
"cell_6340",2662.46752929688,33263.78125,13,"Layer 6"
"cell_5309",8643.974609375,29680.982421875,13,"Layer 6"
"cell_2470",14191.53125,23960.6796875,6,"Layer 6"
"cell_817",17154.658203125,23871.37890625,13,"Layer 6"
"cell_5172",7236.12841796875,31632.0234375,13,"Layer 6"
"cell_5268",4929.1396484375,32226.408203125,13,"Layer 6"
"cell_4052",10967.5966796875,28022.068359375,13,"Layer 6"
"cell_6262",4550.4052734375,33730.11328125,13,"Layer 6"
"cell_7661",259.406219482422,34054.90625,13,"Layer 6"
"cell_6241",4885.36474609375,33613.6875,13,"Layer 6"
"cell_6312",3328.04125976562,32414.2421875,3,"Layer 6"
"cell_6350",2472.7490234375,34289.95703125,13,"Layer 6"
"cell_987",19729.966796875,16827.689453125,12,"Layer 6"
"cell_7623",1325.38513183594,34224.12890625,13,"Layer 6"
"cell_3964",12854.4169921875,27631.85546875,13,"Layer 6"
"cell_5240",5625.5234375,30987.51171875,3,"Layer 6"
"cell_6286",4044.87939453125,33929.76953125,13,"Layer 6"
"cell_6349",2473.72412109375,34189.54296875,13,"Layer 6"
"cell_3989",12402.458984375,29317.462890625,10,"Layer 6"
"cell_4230",11025.8134765625,26980.794921875,12,"Layer 6"
"cell_6413",1338.52331542969,34223.90625,13,"Layer 6"
"cell_2440",14748.5009765625,24431.08984375,13,"Layer 6"
"cell_2486",13911.166015625,24205.556640625,6,"Layer 6"
"cell_5251",5285.45947265625,32922.12890625,13,"Layer 6"
"cell_2370",16098.9306640625,26033.791015625,13,"Layer 6"
"cell_4044",11083.9775390625,27926.203125,13,"Layer 6"
"cell_834",16790.1875,23672.337890625,13,"Layer 6"
"cell_2378",15905.09765625,26401.4765625,13,"Layer 6"
"cell_6186",1566.25756835938,34911.5390625,13,"Layer 6"
"cell_2252",13896.7109375,26825.81640625,13,"Layer 6"
"cell_7360",516.93994140625,35609.58203125,13,"Layer 6"
"cell_896",17932.798828125,19654.55859375,12,"Layer 6"
"cell_5383",6727.9033203125,30483.314453125,6,"Layer 6"
"cell_5247",5469.671875,31444.62109375,3,"Layer 6"
"cell_2452",14540.8408203125,25955.130859375,13,"Layer 6"
"cell_5138",7890.52001953125,32443.9609375,13,"Layer 6"
"cell_7624",1270.88586425781,33309.4453125,13,"Layer 6"
"cell_2475",14133.0478515625,25235.67578125,6,"Layer 6"
"cell_6365",2303.85009765625,33846.46484375,13,"Layer 6"
"cell_4118",9774.5771484375,30200.369140625,13,"Layer 6"
"cell_5168",7321.51220703125,32032,13,"Layer 6"
"cell_3912",9373.1357421875,31490.068359375,13,"Layer 6"
"cell_2343",16600.12109375,25260.15625,13,"Layer 6"
"cell_7676",21.5483646392822,33954.02734375,13,"Layer 6"
"cell_2395",15618.5751953125,25744.095703125,13,"Layer 6"
"cell_938",16918.189453125,22429.1796875,6,"Layer 6"
"cell_2281",13211.2001953125,27335.833984375,13,"Layer 6"
"cell_4137",9336.1923828125,30158.30078125,13,"Layer 6"
"cell_2391",15658.0869140625,24980.060546875,13,"Layer 6"
"cell_3906",9541.9814453125,31334.685546875,13,"Layer 6"
"cell_6370",2129.10864257812,33958.5546875,13,"Layer 6"
"cell_5196",6648.0361328125,31987.74609375,13,"Layer 6"
"cell_5295",9011.046875,29031.9453125,6,"Layer 6"
"cell_6356",2393.96826171875,33096.2734375,13,"Layer 6"
"cell_5390",6622.7353515625,30226.078125,6,"Layer 6"
"cell_6268",4455.87890625,32054.68359375,3,"Layer 6"
"cell_5313",8609.1435546875,28819.142578125,6,"Layer 6"
"cell_869",18630.818359375,20518.97265625,6,"Layer 6"
"cell_2524",13032.93359375,25676.080078125,3,"Layer 6"
"cell_5332",8245.873046875,30360.982421875,13,"Layer 6"
"cell_2578",16446.216796875,22574.552734375,13,"Layer 6"
"cell_4040",11230.4521484375,28442.908203125,13,"Layer 6"
"cell_808",17393.58984375,23571.8203125,13,"Layer 6"
"cell_4284",8656.39453125,23870.294921875,16,"Hippocampus"
"cell_4356",10183.6630859375,21685.837890625,4,"Hippocampus"
"cell_5475",8199.1767578125,23758.80859375,16,"Hippocampus"
"cell_2761",13674.935546875,17336.576171875,16,"Hippocampus"
"cell_4362",9941.498046875,22341.115234375,4,"Hippocampus"
"cell_4398",13194.7919921875,16175.6279296875,10,"Hippocampus"
"cell_4349",10745.2470703125,21793.576171875,4,"Hippocampus"
"cell_4406",12990.087890625,18206.87109375,3,"Hippocampus"
"cell_6507",2475.72729492188,28449.220703125,16,"Hippocampus"
"cell_5505",6787.96533203125,25571.5390625,16,"Hippocampus"
"cell_5965",2295.90283203125,40849.80859375,14,"Layer 4"
"cell_2230",14445.533203125,27390.228515625,10,"Layer 6"
"cell_4338",11090.6572265625,20103.640625,11,"Hippocampus"
"cell_4400",13109.3427734375,16994.140625,16,"Hippocampus"
"cell_5512",6565.67724609375,26151.3828125,16,"Hippocampus"
"cell_4404",13046.61328125,17943.80859375,3,"Hippocampus"
"cell_4361",10074.48828125,22179.90234375,4,"Hippocampus"
"cell_4399",13135.18359375,16479.21875,10,"Hippocampus"
"cell_4403",13086.818359375,15661.830078125,10,"Hippocampus"
"cell_746",19440.04296875,26229.720703125,7,"Layer 4"
"cell_5492",7604.88330078125,24139.958984375,16,"Hippocampus"
"cell_4325",11517.0029296875,20190.912109375,11,"Hippocampus"
"cell_5536",5399.45703125,25924.90625,16,"Hippocampus"
"cell_4308",11954.2470703125,19545.353515625,11,"Hippocampus"
"cell_4328",11287.306640625,20813.369140625,11,"Hippocampus"
"cell_5502",6904.44189453125,25480.623046875,16,"Hippocampus"
"cell_5486",7885.93798828125,23400.85546875,16,"Hippocampus"
"cell_2772",13309.755859375,17236.1640625,16,"Hippocampus"
"cell_5495",7400.708984375,24357.201171875,16,"Hippocampus"
"cell_4345",10959.6083984375,20638.32421875,11,"Hippocampus"
"cell_5465",8551.474609375,22852.384765625,16,"Hippocampus"
"cell_5472",8323.2509765625,23540.3125,16,"Hippocampus"
"cell_4366",9881.498046875,21848.31640625,4,"Hippocampus"
"cell_2783",12990.087890625,18206.87109375,3,"Hippocampus"
"cell_6502",2901.58447265625,27991.0234375,16,"Hippocampus"
"cell_4250",10081.890625,22701.5234375,4,"Hippocampus"
"cell_5543",4997.42724609375,26385.9453125,16,"Hippocampus"
"cell_4334",11170.7607421875,21415.06640625,11,"Hippocampus"
"cell_2785",12940.857421875,15932.5244140625,10,"Hippocampus"
"cell_4042",11134.2060546875,30549.9609375,13,"Layer 6"
"cell_5520",6166.0029296875,26326.6328125,16,"Hippocampus"
"cell_6500",3006.41967773438,28156.236328125,16,"Hippocampus"
"cell_4321",11555.29296875,20713.021484375,11,"Hippocampus"
"cell_2778",13073.2783203125,17498.80078125,16,"Hippocampus"
"cell_2781",13046.61328125,17943.80859375,3,"Hippocampus"
"cell_4385",9054.017578125,22199.203125,4,"Hippocampus"
"cell_2793",12856.587890625,16775.08203125,16,"Hippocampus"
"cell_4390",8916.6044921875,22562.279296875,16,"Hippocampus"
"cell_4384",9120.912109375,23139.46484375,16,"Hippocampus"
"cell_4307",11987.07421875,20576.744140625,11,"Hippocampus"
"cell_5489",7725.1494140625,24881.240234375,16,"Hippocampus"
"cell_2765",13521.08984375,17551.6640625,16,"Hippocampus"
"cell_5482",7903.24755859375,24639.26171875,16,"Hippocampus"
"cell_5541",5029.59326171875,26160.380859375,16,"Hippocampus"
"cell_4401",13073.2783203125,17498.80078125,16,"Hippocampus"
"cell_5548",4710.537109375,26275.046875,16,"Hippocampus"
"cell_4336",11097.6064453125,19851.62109375,11,"Hippocampus"
"cell_4413",12917.1904296875,17607.26171875,16,"Hippocampus"
"cell_5515",6532.15283203125,25175.80078125,16,"Hippocampus"
"cell_4330",11292.5126953125,19677.30859375,11,"Hippocampus"
"cell_5468",8452.02734375,23654.5703125,16,"Hippocampus"
"cell_4327",11408.076171875,20200.419921875,11,"Hippocampus"
"cell_2677",12925.9150390625,18574.94921875,3,"Hippocampus"
"cell_5481",8039.72216796875,23540.203125,16,"Hippocampus"
"cell_5557",9054.017578125,22199.203125,4,"Hippocampus"
"cell_4322",11555.357421875,19763.505859375,11,"Hippocampus"
"cell_4342",10957.525390625,19958.87109375,11,"Hippocampus"
"cell_7366",290.259063720703,35372.48046875,13,"Layer 6"
"cell_6495",3223.572265625,28117.853515625,4,"Hippocampus"
"cell_4408",12940.857421875,15932.5244140625,10,"Hippocampus"
"cell_5516",6353.15380859375,25897.236328125,16,"Hippocampus"
"cell_6528",1128.00073242188,28451.041015625,16,"Hippocampus"
"cell_4352",10424.826171875,21888.875,4,"Hippocampus"
"cell_5511",6610.6416015625,25498.15625,16,"Hippocampus"
"cell_6512",2154.14013671875,28572.603515625,16,"Hippocampus"
"cell_4344",10961.86328125,20093.154296875,11,"Hippocampus"
"cell_2385",15766.6474609375,25604.20703125,13,"Layer 6"
"cell_2764",13515.13671875,16516.16796875,2,"Hippocampus"
"cell_5510",6585.185546875,25856.009765625,16,"Hippocampus"
"cell_2770",13363.1103515625,17990.29296875,3,"Hippocampus"
"cell_2780",13086.818359375,15661.830078125,10,"Hippocampus"
"cell_5514",6476.83203125,25508.904296875,16,"Hippocampus"
"cell_5485",7880.25634765625,23539.111328125,16,"Hippocampus"
"cell_4354",10258.7900390625,22098.98828125,4,"Hippocampus"
"cell_4320",11543.06640625,20437.53125,11,"Hippocampus"
"cell_5552",9308.416015625,21884.646484375,4,"Hippocampus"
"cell_4380",9315.5859375,21881.259765625,4,"Hippocampus"
"cell_6489",3426.82592773438,27733.890625,4,"Hippocampus"
"cell_4416",12856.587890625,16775.08203125,16,"Hippocampus"
"cell_6530",1080.71069335938,28898.984375,16,"Hippocampus"
"cell_2762",13654.2646484375,16390.974609375,2,"Hippocampus"
"cell_5490",7685.27490234375,23867.58984375,16,"Hippocampus"
"cell_6534",728.020202636719,28636.041015625,16,"Hippocampus"
"cell_5461",8667.9619140625,23913.78125,16,"Hippocampus"
"cell_5476",8226.6396484375,24080.23046875,16,"Hippocampus"
"cell_2790",12917.1904296875,17607.26171875,16,"Hippocampus"
"cell_4368",9753.66015625,21465.068359375,4,"Hippocampus"
"cell_4318",11654.6845703125,20191.89453125,11,"Hippocampus"
"cell_4395",13303.3642578125,17232.802734375,16,"Hippocampus"
"cell_4335",11115.498046875,19620.4296875,11,"Hippocampus"
"cell_5560",9011.955078125,23111.31640625,16,"Hippocampus"
"cell_803",17525.181640625,25108.806640625,6,"Layer 6"
"cell_4333",11211.4267578125,21289.166015625,11,"Hippocampus"
"cell_6179",1699.58862304688,35571.88671875,14,"Layer 6"
"cell_6533",851.862854003906,28748.875,16,"Hippocampus"
"cell_5519",6168.60595703125,25765.18359375,16,"Hippocampus"
"cell_4372",9606.154296875,21915.29296875,4,"Hippocampus"
"cell_6510",2295.2958984375,28585.5,16,"Hippocampus"
"cell_5522",6017.89990234375,26345.361328125,16,"Hippocampus"
"cell_5498",7172.7158203125,25357.296875,16,"Hippocampus"
"cell_2786",12972.0576171875,16265.80078125,10,"Hippocampus"
"cell_5487",7912.92626953125,23808.1171875,16,"Hippocampus"
"cell_4315",11836.779296875,20741.8203125,11,"Hippocampus"
"cell_6505",2628.54052734375,28283.744140625,16,"Hippocampus"
"cell_5469",8416.375,23728.517578125,16,"Hippocampus"
"cell_4341",10969.822265625,20183.314453125,11,"Hippocampus"
"cell_6467",4358.88720703125,27501.15234375,4,"Hippocampus"
"cell_5530",5668.56982421875,26374.53515625,16,"Hippocampus"
"cell_777",18222.859375,25196.80859375,6,"Layer 6"
"cell_5504",6809.15283203125,25733.912109375,16,"Hippocampus"
"cell_5446",9395.1474609375,22637.068359375,16,"Hippocampus"
"cell_2777",13109.3427734375,16994.140625,16,"Hippocampus"
"cell_4409",12972.0576171875,16265.80078125,10,"Hippocampus"
"cell_5518",6275.8515625,26188.685546875,16,"Hippocampus"
"cell_4367",9838.11328125,21588.873046875,4,"Hippocampus"
"cell_4317",11681.1826171875,20897.408203125,11,"Hippocampus"
"cell_787",17934.623046875,26488.73046875,9,"Layer 4"
"cell_789",17911.26171875,26243.763671875,9,"Layer 4"
"cell_6520",1657.16381835938,28152.66015625,16,"Hippocampus"
"cell_4363",10008.0263671875,21917.357421875,4,"Hippocampus"
"cell_6514",2016.04296875,28430.310546875,16,"Hippocampus"
"cell_4326",11473.0908203125,20828.05078125,11,"Hippocampus"
"cell_4332",11266.544921875,20056.99609375,11,"Hippocampus"
"cell_5500",7073.59619140625,25475.9296875,16,"Hippocampus"
"cell_3640",11321.416015625,37718.80078125,14,"Layer 3-4"
"cell_5470",8394.2900390625,23849.62890625,16,"Hippocampus"
"cell_4310",11847.8857421875,20090.115234375,11,"Hippocampus"
"cell_5570",8581.646484375,23221.900390625,16,"Hippocampus"
"cell_4305",12156.65234375,19555.341796875,11,"Hippocampus"
"cell_2776",13135.18359375,16479.21875,10,"Hippocampus"
"cell_4826",5825.62353515625,39656.46875,14,"Layer 4"
"cell_4955",7567.72412109375,36171.14453125,8,"Layer 5"
"cell_6504",2781.53515625,28334.896484375,16,"Hippocampus"
"cell_2775",13194.7919921875,16175.6279296875,10,"Hippocampus"
"cell_6523",1391.14294433594,28364.26171875,16,"Hippocampus"
"cell_4339",10947.572265625,20255.171875,11,"Hippocampus"
"cell_5483",7912.7314453125,24251.23828125,16,"Hippocampus"
"cell_5471",8310.224609375,24219.2890625,16,"Hippocampus"
"cell_1124",19755.98828125,13575.908203125,12,"White matter"
"cell_2980",14604.3056640625,10167.4365234375,1,"White matter"
"cell_4558",8120.74853515625,45751.0546875,5,"Pia Layer 1"
"cell_173",17620.177734375,40738.1328125,5,"Pia Layer 1"
"cell_2961",14849.4873046875,9021.46875,1,"White matter"
"cell_1119",19826.537109375,13359.9384765625,12,"White matter"
"cell_163",19230.140625,39745.546875,5,"Pia Layer 1"
"cell_2935",15424.0791015625,9174.52734375,1,"White matter"
"cell_5369",7244.265625,28231.04296875,12,"White matter"
"cell_1145",19148.251953125,12324.7802734375,1,"White matter"
"cell_5611",2115.9931640625,47478.64453125,5,"Pia Layer 1"
"cell_1573",16859.84375,41198.85546875,5,"Pia Layer 1"
"cell_171",17773.517578125,40674.8359375,5,"Pia Layer 1"
"cell_1535",16773.5,205.193862915039,1,"White matter"
"cell_4549",8473.65625,45613.84765625,5,"Pia Layer 1"
"cell_166",18382.087890625,40262.75390625,5,"Pia Layer 1"
"cell_2977",14633.1494140625,7709.40380859375,1,"White matter"
"cell_931",17042.533203125,18739.025390625,12,"White matter"
"cell_12",22961.09765625,37490.63671875,5,"Pia Layer 1"
"cell_5594",3669.67260742188,46783.30078125,5,"Pia Layer 1"
"cell_5610",2266.71533203125,47513.4609375,5,"Pia Layer 1"
"cell_8",23298.9296875,37291.60546875,5,"Pia Layer 1"
"cell_3306",11944.8671875,44008.9765625,5,"Pia Layer 1"
"cell_3058",12939.3408203125,8548.69140625,1,"White matter"
"cell_3314",10683.7578125,44647.05078125,5,"Pia Layer 1"
"cell_2619",15398.720703125,21694.529296875,12,"White matter"
"cell_2948",15148.669921875,10046.140625,1,"White matter"
"cell_9",23229.296875,37334.3203125,5,"Pia Layer 1"
"cell_3279",13113.3994140625,1520.85583496094,12,"White matter"
"cell_1541",15071.611328125,42547.26953125,5,"Pia Layer 1"
"cell_2879",17101.14453125,8438.8505859375,1,"Ventricle"
"cell_182",16859.84375,41198.85546875,5,"Pia Layer 1"
"cell_3264",13352.7646484375,1677.26281738281,12,"White matter"
"cell_1561",12968.66015625,43691.53125,5,"Pia Layer 1"
"cell_1565",12701.9619140625,43761.33984375,5,"Pia Layer 1"
"cell_1559",13117.732421875,43587.265625,5,"Pia Layer 1"
"cell_161",19528.00390625,39663.68359375,5,"Pia Layer 1"
"cell_5582",4537.84716796875,46619.734375,5,"Pia Layer 1"
"cell_13",22814.390625,37553.7109375,5,"Pia Layer 1"
"cell_5674",4010.37939453125,46913.71484375,5,"Pia Layer 1"
"cell_1625",14448.02734375,42989.69140625,5,"Pia Layer 1"
"cell_159",20083.390625,39221.74609375,5,"Pia Layer 1"
"cell_3321",9982.6767578125,44984.171875,5,"Pia Layer 1"
"cell_3320",10089.1259765625,44930.25,5,"Pia Layer 1"
"cell_2850",14913.5771484375,10713.189453125,1,"White matter"
"cell_1592",15533.529296875,42156.40234375,5,"Pia Layer 1"
"cell_2983",14549.974609375,10304.634765625,1,"White matter"
"cell_2953",15033.6826171875,7995.2158203125,1,"White matter"
"cell_4604",6556.62939453125,46311.40234375,5,"Pia Layer 1"
"cell_4624",6146.22119140625,46330.265625,5,"Layer 2-3 medial"
"cell_1585",16015.0849609375,41795.51171875,5,"Pia Layer 1"
"cell_1439",18575.21875,698.026794433594,1,"White matter"
"cell_5614",2022.07116699219,47634.5,5,"Pia Layer 1"
"cell_1587",15869.0810546875,41949.875,5,"Pia Layer 1"
"cell_1542",14947.9140625,42678.65625,5,"Pia Layer 1"
"cell_2918",15936.458984375,9894.8369140625,1,"White matter"
